gender,areacode,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
F,808,ANAHOLA,HI,96703,S,N,10000,2.8421054,1040,0,0
F,808,MAKAWELI,HI,96769,M,N,85000,8.25,0,2080,0
F,401,SHANNOCK,RI,2875,S,N,10000,0.0,0,0,0
M,603,ASHUELOT,NH,3441,M,Y,15000,0.0,0,0,0
M,302,WINTERTHUR,DE,19735,S,N,30000,3.9045453,110,0,0
M,802,CHESTER-DEPOT,VT,5144,S,N,35000,3.7014668,3300,0,0
M,808,HONOLULU,HI,96835,S,N,75000,8.25,1040,0,0
F,808,HONOLULU,HI,96836,M,N,45000,8.25,0,2080,0
M,939,CAROLINA,PR,983,M,Y,85000,0.0,0,0,0
F,302,LINCOLN,DE,19960,M,N,65000,5.95,0,220,0
F,808,KUNIA,HI,96759,M,N,40000,8.25,0,2080,0
F,401,WEST-GREENWICH,RI,2817,M,Y,20000,0.0,0,0,0
M,307,LINCH,WY,82640,M,N,100000,0.0,0,0,0
F,302,WILMINGTON,DE,19889,M,Y,75000,5.95,0,220,110
M,401,WARWICK,RI,2887,M,N,95000,0.0,0,0,0
M,808,KAPOLEI,HI,96707,S,N,85000,8.25,1040,0,0
F,787,CAROLINA,PR,979,S,N,20000,0.0,0,0,0
F,302,TOWNSEND,DE,19734,M,N,5000,2.2,0,220,0
F,302,YORKLYN,DE,19736,S,N,15000,2.8818183,110,0,0
M,907,WASILLA,AK,99654,S,N,40000,0.0,0,0,0
F,808,LAHAINA,HI,96761,S,N,65000,8.25,1040,0,0
F,302,REHOBOTH-BEACH,DE,19971,S,Y,45000,4.9272730000000005,110,0,110
M,808,PAIA,HI,96779,S,N,10000,2.8421054,1040,0,0
F,802,BROOKFIELD,VT,5036,M,N,85000,4.69624,0,6600,0
F,907,FALSE-PASS,AK,99583,S,Y,60000,0.0,0,0,0
F,302,WILMINGTON,DE,19891,S,Y,50000,5.268182,110,0,110
F,401,EAST-GREENWICH,RI,2818,M,N,60000,0.0,0,0,0
F,775,LAS-VEGAS,NV,89144,S,N,55000,0.0,0,0,0
F,603,ASHUELOT,NH,3441,M,Y,15000,0.0,0,0,0
F,787,MARICAO,PR,606,S,Y,25000,0.0,0,0,0
M,302,FENWICK-ISLAND,DE,19944,S,Y,20000,3.2227273,110,0,110
F,401,WEST-GREENWICH,RI,2817,M,Y,60000,0.0,0,0,0
M,808,WHEELER-ARMY-AIRFIELD,HI,96854,S,Y,20000,4.644737,1040,0,1040
M,302,WILMINGTON,DE,19886,S,N,25000,3.5636363,110,0,0
F,401,WESTERLY,RI,2891,S,Y,55000,0.0,0,0,0
F,808,KUNIA,HI,96759,M,Y,20000,4.644737,0,2080,1040
F,302,SEAFORD,DE,19973,M,Y,50000,5.268182,0,220,110
F,307,EVANSVILLE,WY,82636,M,N,75000,0.0,0,0,0
F,401,HARRISVILLE,RI,2830,S,N,100000,0.0,0,0,0
F,808,HONAUNAU,HI,96726,S,N,25000,5.546053,1040,0,0
F,808,PUUNENE,HI,96784,M,N,55000,8.25,0,2080,0
F,939,PONCE,PR,734,M,Y,100000,0.0,0,0,0
M,808,MAKAWAO,HI,96768,S,N,5000,1.9407895,1040,0,0
F,302,DOVER,DE,19901,S,N,10000,2.540909,110,0,0
F,939,YAUCO,PR,698,S,Y,50000,0.0,0,0,0
F,939,GURABO,PR,778,S,N,95000,0.0,0,0,0
F,939,ADJUNTAS,PR,601,S,Y,75000,0.0,0,0,0
M,775,LAS-VEGAS,NV,89110,S,N,25000,0.0,0,0,0
F,787,JUANA-DIAZ,PR,795,S,N,15000,0.0,0,0,0
F,302,DAGSBORO,DE,19939,M,N,95000,5.95,0,220,0
M,401,CAROLINA,RI,2812,S,N,30000,0.0,0,0,0
F,302,SELBYVILLE,DE,19975,S,N,40000,4.586364,110,0,0
M,401,NORTH-KINGSTOWN,RI,2854,S,N,45000,0.0,0,0,0
F,302,WILMINGTON,DE,19894,S,Y,75000,5.95,110,0,110
M,401,COVENTRY,RI,2816,M,N,40000,0.0,0,0,0
F,808,KAPAA,HI,96746,M,Y,85000,8.25,0,2080,1040
M,808,KURTISTOWN,HI,96760,S,N,100000,8.25,1040,0,0
M,401,EXETER,RI,2822,M,Y,85000,0.0,0,0,0
M,307,GUERNSEY,WY,82214,S,N,15000,0.0,0,0,0
F,808,SCHOFIELD-BARRACKS,HI,96857,M,Y,15000,3.743421,0,2080,1040
M,302,WILMINGTON,DE,19806,S,N,100000,5.95,110,0,0
F,808,HONOLULU,HI,96849,S,Y,15000,3.743421,1040,0,1040
M,302,NEWARK,DE,19712,M,Y,50000,5.268182,0,220,110
F,808,HONOLULU,HI,96807,S,N,55000,8.25,1040,0,0
M,307,MIDWEST,WY,82643,S,N,55000,0.0,0,0,0
F,939,AGUADILLA,PR,605,M,Y,30000,0.0,0,0,0
M,808,PAPAALOA,HI,96780,S,Y,85000,8.25,1040,0,1040
F,808,HONOLULU,HI,96812,M,Y,80000,8.25,0,2080,1040
F,401,CRANSTON,RI,2921,S,Y,15000,0.0,0,0,0
M,307,ROCK-SPRINGS,WY,82901,S,N,90000,0.0,0,0,0
M,208,NAMPA,ID,83687,M,N,55000,7.8,0,6600,0
F,808,HONOLULU,HI,96813,S,N,70000,8.25,1040,0,0
F,775,LAS-VEGAS,NV,89126,M,Y,35000,0.0,0,0,0
M,302,MILTON,DE,19968,S,N,15000,2.8818183,110,0,0
M,401,LINCOLN,RI,2865,M,N,35000,0.0,0,0,0
M,808,CAMP-H-M-SMITH,HI,96861,S,Y,85000,8.25,1040,0,1040
F,302,CAMDEN-WYOMING,DE,19934,M,Y,35000,4.2454550000000015,0,220,110
F,939,SAN-JUAN,PR,940,M,N,85000,0.0,0,0,0
M,907,ANCHORAGE,AK,99510,M,N,90000,0.0,0,0,0
F,302,WILMINGTON,DE,19808,M,Y,90000,5.95,0,220,110
F,401,SLATERSVILLE,RI,2876,S,Y,60000,0.0,0,0,0
M,603,PLAISTOW,NH,3865,S,Y,55000,0.0,0,0,0
M,939,MARICAO,PR,606,M,N,60000,0.0,0,0,0
M,939,VEGA-BAJA,PR,693,S,N,75000,0.0,0,0,0
F,302,MILTON,DE,19968,S,N,40000,4.586364,110,0,0
M,302,WILMINGTON,DE,19885,M,Y,100000,5.95,0,220,110
M,302,WILMINGTON,DE,19806,M,N,5000,2.2,0,220,0
F,302,WILMINGTON,DE,19807,S,Y,45000,4.9272730000000005,110,0,110
F,401,PAWTUCKET,RI,2862,M,Y,15000,0.0,0,0,0
M,202,WASHINGTON,DC,20063,M,N,65000,9.0,0,2740,0
M,302,FELTON,DE,19943,S,Y,80000,5.95,110,0,110
F,307,VETERAN,WY,82243,S,Y,75000,0.0,0,0,0
M,808,HONOLULU,HI,96801,M,Y,65000,8.25,0,2080,1040
M,808,MAKAWELI,HI,96769,M,Y,35000,7.348684299999999,0,2080,1040
F,808,HONOLULU,HI,96850,S,N,55000,8.25,1040,0,0
M,401,WEST-WARWICK,RI,2893,M,Y,90000,0.0,0,0,0
F,307,ENCAMPMENT,WY,82325,S,Y,85000,0.0,0,0,0
F,401,RIVERSIDE,RI,2915,S,Y,20000,0.0,0,0,0
M,787,GUAYNABO,PR,966,S,N,15000,0.0,0,0,0
F,302,MONTCHANIN,DE,19710,M,N,35000,4.2454550000000015,0,220,0
M,302,NASSAU,DE,19969,M,N,45000,4.9272730000000005,0,220,0
M,808,KAUNAKAKAI,HI,96748,S,Y,95000,8.25,1040,0,1040
M,808,KAHULUI,HI,96732,S,N,50000,8.25,1040,0,0
M,939,SAN-JUAN,PR,929,M,Y,90000,0.0,0,0,0
M,307,LOVELL,WY,82431,S,N,5000,0.0,0,0,0
F,808,KAUNAKAKAI,HI,96748,S,Y,85000,8.25,1040,0,1040
M,435,CLARKSTON,UT,84305,S,N,85000,7.0,2475,0,0
F,307,WOLF,WY,82844,M,Y,25000,0.0,0,0,0
F,808,MAKAWELI,HI,96769,S,Y,30000,6.447368,1040,0,1040
F,939,PONCE,PR,731,S,N,60000,0.0,0,0,0
F,808,HAWI,HI,96719,S,N,60000,8.25,1040,0,0
M,401,WARWICK,RI,2888,S,Y,10000,0.0,0,0,0
F,787,VEGA-BAJA,PR,693,M,N,100000,0.0,0,0,0
F,808,KULA,HI,96790,M,N,75000,8.25,0,2080,0
M,307,VETERAN,WY,82243,S,Y,55000,0.0,0,0,0
F,401,LINCOLN,RI,2865,M,N,5000,0.0,0,0,0
M,307,EVANSVILLE,WY,82636,S,N,55000,0.0,0,0,0
F,808,HONAUNAU,HI,96726,M,Y,90000,8.25,0,2080,1040
F,808,M-C-B-H-KANEOHE-BAY,HI,96863,M,Y,85000,8.25,0,2080,1040
M,401,GREENVILLE,RI,2828,M,Y,65000,0.0,0,0,0
F,787,BAYAMON,PR,958,S,N,55000,0.0,0,0,0
F,801,CLARKSTON,UT,84305,S,N,50000,7.0,2475,0,0
M,907,LOWER-KALSKAG,AK,99626,S,Y,35000,0.0,0,0,0
F,808,MILILANI,HI,96789,M,Y,25000,5.546053,0,2080,1040
F,302,NEWARK,DE,19716,M,N,65000,5.95,0,220,0
F,939,LAS-PIEDRAS,PR,771,S,Y,5000,0.0,0,0,0
F,802,RANDOLPH,VT,5060,M,N,75000,4.497285400000001,0,6600,0
F,808,HONOLULU,HI,96813,M,Y,80000,8.25,0,2080,1040
F,302,MILTON,DE,19968,M,N,5000,2.2,0,220,0
F,787,GUAYAMA,PR,784,M,N,20000,0.0,0,0,0
M,307,ALADDIN,WY,82710,M,Y,85000,0.0,0,0,0
F,401,BRISTOL,RI,2809,S,Y,90000,0.0,0,0,0
F,787,SAN-JUAN,PR,931,S,N,5000,0.0,0,0,0
F,302,WILMINGTON,DE,19890,S,N,30000,3.9045453,110,0,0
M,401,CAROLINA,RI,2812,M,N,25000,0.0,0,0,0
F,202,WASHINGTON-NAVY-YARD,DC,20374,S,Y,20000,6.75,1370,0,1370
M,808,PAPAALOA,HI,96780,S,N,85000,8.25,1040,0,0
M,808,OOKALA,HI,96774,S,N,40000,8.25,1040,0,0
M,202,WASHINGTON,DC,20580,M,N,85000,9.0,0,2740,0
F,302,NEWARK,DE,19711,M,N,60000,5.95,0,220,0
M,401,COVENTRY,RI,2816,S,N,75000,0.0,0,0,0
M,603,DURHAM,NH,3824,S,N,100000,0.0,0,0,0
F,401,NORTH-SCITUATE,RI,2857,S,N,75000,0.0,0,0,0
F,302,HOUSTON,DE,19954,M,N,90000,5.95,0,220,0
F,808,HONOLULU,HI,96844,M,N,10000,2.8421054,0,2080,0
F,808,KALAHEO,HI,96741,S,Y,55000,8.25,1040,0,1040
F,401,SLOCUM,RI,2877,S,Y,90000,0.0,0,0,0
M,302,SELBYVILLE,DE,19975,S,N,100000,5.95,110,0,0
F,787,SABANA-GRANDE,PR,637,S,N,90000,0.0,0,0,0
M,401,WARWICK,RI,2889,M,Y,70000,0.0,0,0,0
F,401,CRANSTON,RI,2921,S,Y,50000,0.0,0,0,0
F,401,WARREN,RI,2885,S,Y,25000,0.0,0,0,0
F,401,PROVIDENCE,RI,2909,S,Y,15000,0.0,0,0,0
M,808,KAPOLEI,HI,96707,M,N,90000,8.25,0,2080,0
M,939,ARECIBO,PR,612,M,Y,45000,0.0,0,0,0
M,605,SIOUX-FALLS,SD,57194,S,Y,60000,0.0,0,0,0
M,302,NEWARK,DE,19718,S,Y,90000,5.95,110,0,110
F,302,DOVER,DE,19903,S,Y,95000,5.95,110,0,110
F,307,SHIRLEY-BASIN,WY,82615,M,N,50000,0.0,0,0,0
F,401,PROVIDENCE,RI,2940,M,Y,5000,0.0,0,0,0
M,808,HAWI,HI,96719,M,Y,40000,8.25,0,2080,1040
M,302,NEW-CASTLE,DE,19721,S,N,40000,4.586364,110,0,0
M,302,MILLVILLE,DE,19967,S,Y,25000,3.5636363,110,0,110
F,302,WILMINGTON,DE,19808,M,N,90000,5.95,0,220,0
M,787,SAN-JUAN,PR,915,S,N,30000,0.0,0,0,0
M,808,KEALIA,HI,96751,M,Y,70000,8.25,0,2080,1040
M,808,LAIE,HI,96762,S,Y,45000,8.25,1040,0,1040
M,401,MANVILLE,RI,2838,M,Y,55000,0.0,0,0,0
F,302,NEW-CASTLE,DE,19721,S,Y,70000,5.95,110,0,110
M,307,GUERNSEY,WY,82214,S,Y,60000,0.0,0,0,0
F,808,WAIMANALO,HI,96795,S,N,10000,2.8421054,1040,0,0
F,202,WASHINGTON,DC,20580,S,Y,90000,9.0,1370,0,1370
F,307,ETNA,WY,83118,S,Y,20000,0.0,0,0,0
F,808,HONOLULU,HI,96838,M,Y,60000,8.25,0,2080,1040
F,808,KAMUELA,HI,96743,S,Y,15000,3.743421,1040,0,1040
M,401,CHEPACHET,RI,2814,S,Y,75000,0.0,0,0,0
M,401,PRUDENCE-ISLAND,RI,2872,M,N,95000,0.0,0,0,0
F,401,KENYON,RI,2836,M,N,50000,0.0,0,0,0
F,401,WEST-KINGSTON,RI,2892,M,N,30000,0.0,0,0,0
M,401,RUMFORD,RI,2916,M,Y,40000,0.0,0,0,0
F,787,SAN-JUAN,PR,936,M,Y,75000,0.0,0,0,0
M,302,NEWARK,DE,19726,M,Y,45000,4.9272730000000005,0,220,110
F,808,HONOLULU,HI,96838,M,Y,90000,8.25,0,2080,1040
M,401,BRISTOL,RI,2809,S,Y,30000,0.0,0,0,0
F,787,SAN-JUAN,PR,933,S,Y,40000,0.0,0,0,0
M,302,VIOLA,DE,19979,M,N,15000,2.8818183,0,220,0
M,302,TOWNSEND,DE,19734,M,N,65000,5.95,0,220,0
M,401,CRANSTON,RI,2910,M,Y,90000,0.0,0,0,0
M,787,PONCE,PR,733,S,Y,50000,0.0,0,0,0
F,307,ENCAMPMENT,WY,82325,M,Y,35000,0.0,0,0,0
F,302,WILMINGTON,DE,19808,M,N,40000,4.586364,0,220,0
M,401,PROVIDENCE,RI,2901,S,Y,65000,0.0,0,0,0
F,302,WILMINGTON,DE,19806,M,Y,60000,5.95,0,220,110
M,302,WILMINGTON,DE,19895,S,N,40000,4.586364,110,0,0
M,808,HONOLULU,HI,96801,M,N,95000,8.25,0,2080,0
F,505,ALBUQUERQUE,NM,87192,M,N,20000,5.3,0,6600,0
M,302,DOVER,DE,19905,M,Y,5000,2.2,0,220,110
M,603,CENTER-BARNSTEAD,NH,3225,M,Y,20000,0.0,0,0,0
M,202,WASHINGTON,DC,20240,M,Y,50000,9.0,0,2740,1370
M,939,PONCE,PR,734,S,Y,55000,0.0,0,0,0
M,808,HONOLULU,HI,96827,S,Y,75000,8.25,1040,0,1040
M,808,LAWAI,HI,96765,M,Y,70000,8.25,0,2080,1040
F,401,WARWICK,RI,2889,M,N,50000,0.0,0,0,0
F,302,MILLVILLE,DE,19967,S,Y,95000,5.95,110,0,110
F,401,WARWICK,RI,2886,M,Y,90000,0.0,0,0,0
F,307,POINT-OF-ROCKS,WY,82942,S,N,95000,0.0,0,0,0
F,939,LAJAS,PR,667,M,Y,60000,0.0,0,0,0
F,302,CAMDEN-WYOMING,DE,19934,S,Y,10000,2.540909,110,0,110
F,787,MANATI,PR,674,M,N,35000,0.0,0,0,0
F,302,NEWARK,DE,19711,S,N,20000,3.2227273,110,0,0
F,787,JUANA-DIAZ,PR,795,M,Y,40000,0.0,0,0,0
F,808,HALEIWA,HI,96712,M,N,10000,2.8421054,0,2080,0
F,401,KENYON,RI,2836,S,N,20000,0.0,0,0,0
M,302,WILMINGTON,DE,19807,M,N,70000,5.95,0,220,0
M,808,MAKAWAO,HI,96768,M,N,70000,8.25,0,2080,0
F,202,WASHINGTON,DC,20533,S,Y,50000,9.0,1370,0,1370
M,401,NORTH-KINGSTOWN,RI,2854,M,Y,90000,0.0,0,0,0
F,307,GRANITE-CANON,WY,82059,S,Y,70000,0.0,0,0,0
M,302,WILMINGTON,DE,19889,S,N,30000,3.9045453,110,0,0
F,302,SEAFORD,DE,19973,S,Y,35000,4.2454550000000015,110,0,110
M,401,PROVIDENCE,RI,2902,M,Y,80000,0.0,0,0,0
M,787,ARECIBO,PR,613,M,N,65000,0.0,0,0,0
M,401,FORESTDALE,RI,2824,S,N,25000,0.0,0,0,0
M,401,HOPE,RI,2831,M,N,85000,0.0,0,0,0
M,302,NEWARK,DE,19702,M,Y,65000,5.95,0,220,110
F,302,WILMINGTON,DE,19805,M,N,10000,2.540909,0,220,0
F,401,SMITHFIELD,RI,2917,S,N,30000,0.0,0,0,0
F,787,SAN-JUAN,PR,955,M,Y,85000,0.0,0,0,0
F,787,AGUADILLA,PR,605,M,Y,45000,0.0,0,0,0
M,787,PONCE,PR,733,S,Y,75000,0.0,0,0,0
F,401,TIVERTON,RI,2878,S,Y,90000,0.0,0,0,0
F,302,SMYRNA,DE,19977,M,N,85000,5.95,0,220,0
F,401,WARWICK,RI,2886,S,Y,25000,0.0,0,0,0
M,401,WYOMING,RI,2898,M,Y,75000,0.0,0,0,0
F,808,SCHOFIELD-BARRACKS,HI,96857,S,Y,90000,8.25,1040,0,1040
F,307,EVANSVILLE,WY,82636,S,Y,25000,0.0,0,0,0
M,401,ALBION,RI,2802,S,Y,100000,0.0,0,0,0
F,939,COMERIO,PR,782,S,N,75000,0.0,0,0,0
F,302,HOUSTON,DE,19954,S,Y,25000,3.5636363,110,0,110
M,302,OCEAN-VIEW,DE,19970,M,N,80000,5.95,0,220,0
M,302,HOCKESSIN,DE,19707,M,Y,25000,3.5636363,0,220,110
F,787,SAN-JUAN,PR,929,S,Y,65000,0.0,0,0,0
M,406,BLOOMFIELD,MT,59315,S,N,40000,6.9,1900,0,0
M,401,GREENE,RI,2827,M,N,45000,0.0,0,0,0
F,601,MARKS,MS,38646,M,Y,60000,5.0,0,12000,1500
M,808,HONOLULU,HI,96803,S,Y,45000,8.25,1040,0,1040
M,907,BETTLES-FIELD,AK,99726,M,Y,90000,0.0,0,0,0
M,939,SAN-JUAN,PR,901,M,Y,60000,0.0,0,0,0
M,808,KAUMAKANI,HI,96747,M,N,65000,8.25,0,2080,0
M,302,WILMINGTON,DE,19885,M,Y,75000,5.95,0,220,110
M,702,LAS-VEGAS,NV,89110,M,Y,20000,0.0,0,0,0
M,401,SHANNOCK,RI,2875,M,N,90000,0.0,0,0,0
M,907,TOK,AK,99779,M,N,75000,0.0,0,0,0
F,401,OAKLAND,RI,2858,M,N,100000,0.0,0,0,0
M,808,M-C-B-H-KANEOHE-BAY,HI,96863,M,N,35000,7.348684299999999,0,2080,0
F,302,WILMINGTON,DE,19803,S,N,45000,4.9272730000000005,110,0,0
F,787,SAN-JUAN,PR,955,M,N,90000,0.0,0,0,0
M,307,EVANSVILLE,WY,82636,M,Y,10000,0.0,0,0,0
M,401,PROVIDENCE,RI,2940,S,Y,75000,0.0,0,0,0
M,808,WAIANAE,HI,96792,M,N,35000,7.348684299999999,0,2080,0
M,787,CAYEY,PR,737,S,N,100000,0.0,0,0,0
M,401,CHEPACHET,RI,2814,S,N,30000,0.0,0,0,0
M,401,PROVIDENCE,RI,2912,M,N,90000,0.0,0,0,0
F,808,LANAI-CITY,HI,96763,S,Y,65000,8.25,1040,0,1040
F,401,WARWICK,RI,2887,S,N,25000,0.0,0,0,0
M,302,WILMINGTON,DE,19880,S,N,40000,4.586364,110,0,0
M,808,HONOLULU,HI,96850,S,N,5000,1.9407895,1040,0,0
M,787,MARICAO,PR,606,M,Y,5000,0.0,0,0,0
F,401,PAWTUCKET,RI,2862,M,Y,80000,0.0,0,0,0
F,302,FREDERICA,DE,19946,S,N,70000,5.95,110,0,0
F,401,WEST-KINGSTON,RI,2892,S,Y,75000,0.0,0,0,0
M,401,PROVIDENCE,RI,2905,M,N,60000,0.0,0,0,0
M,435,CLARKSTON,UT,84305,S,N,100000,7.0,2475,0,0
F,202,WASHINGTON,DC,20575,S,Y,35000,9.0,1370,0,1370
M,775,JEAN,NV,89026,S,Y,50000,0.0,0,0,0
M,302,WILMINGTON,DE,19850,M,N,100000,5.95,0,220,0
M,787,CAROLINA,PR,983,M,N,25000,0.0,0,0,0
F,808,FORT-SHAFTER,HI,96858,S,N,100000,8.25,1040,0,0
F,307,ALADDIN,WY,82710,M,Y,100000,0.0,0,0,0
F,307,ALCOVA,WY,82620,M,Y,5000,0.0,0,0,0
F,401,PAWTUCKET,RI,2861,S,N,20000,0.0,0,0,0
F,808,HAIKU,HI,96708,M,Y,90000,8.25,0,2080,1040
M,307,NATRONA,WY,82646,S,N,50000,0.0,0,0,0
M,802,RANDOLPH,VT,5060,M,Y,100000,4.994672,0,6600,3300
M,401,NARRAGANSETT,RI,2882,M,N,55000,0.0,0,0,0
F,939,TOA-ALTA,PR,953,S,N,100000,0.0,0,0,0
M,808,KAUMAKANI,HI,96747,S,N,40000,8.25,1040,0,0
M,401,WAKEFIELD,RI,2879,S,N,95000,0.0,0,0,0
F,401,KINGSTON,RI,2881,M,N,45000,0.0,0,0,0
M,302,FREDERICA,DE,19946,M,N,65000,5.95,0,220,0
M,401,WEST-KINGSTON,RI,2892,S,Y,20000,0.0,0,0,0
F,401,PROVIDENCE,RI,2907,M,N,90000,0.0,0,0,0
F,302,LITTLE-CREEK,DE,19961,M,Y,100000,5.95,0,220,110
M,939,GUAYNABO,PR,965,S,N,20000,0.0,0,0,0
F,302,CLAYTON,DE,19938,S,N,45000,4.9272730000000005,110,0,0
M,302,WILMINGTON,DE,19891,S,N,50000,5.268182,110,0,0
F,702,LAS-VEGAS,NV,89162,S,N,70000,0.0,0,0,0
M,907,CIRCLE,AK,99733,S,Y,35000,0.0,0,0,0
M,401,PAWTUCKET,RI,2862,S,Y,45000,0.0,0,0,0
F,302,WILMINGTON,DE,19887,S,N,95000,5.95,110,0,0
F,302,WILMINGTON,DE,19805,M,Y,60000,5.95,0,220,110
F,907,SHAGELUK,AK,99665,M,Y,100000,0.0,0,0,0
F,808,LAHAINA,HI,96761,S,Y,55000,8.25,1040,0,1040
M,787,SAN-JUAN,PR,921,S,N,55000,0.0,0,0,0
F,302,MAGNOLIA,DE,19962,M,N,80000,5.95,0,220,0
F,401,CHARLESTOWN,RI,2813,S,Y,15000,0.0,0,0,0
F,307,BIG-PINEY,WY,83113,M,N,25000,0.0,0,0,0
F,401,NEWPORT,RI,2841,S,Y,60000,0.0,0,0,0
F,307,CROWHEART,WY,82512,M,N,45000,0.0,0,0,0
F,939,CAROLINA,PR,987,S,N,50000,0.0,0,0,0
M,302,WOODSIDE,DE,19980,M,Y,15000,2.8818183,0,220,110
M,401,ASHAWAY,RI,2804,M,Y,35000,0.0,0,0,0
M,401,NEWPORT,RI,2841,S,N,80000,0.0,0,0,0
M,907,CIRCLE,AK,99733,S,Y,80000,0.0,0,0,0
M,302,WILMINGTON,DE,19809,S,Y,90000,5.95,110,0,110
M,302,LINCOLN,DE,19960,M,Y,70000,5.95,0,220,110
M,307,GUERNSEY,WY,82214,M,Y,90000,0.0,0,0,0
M,302,BRIDGEVILLE,DE,19933,M,Y,45000,4.9272730000000005,0,220,110
M,802,HUNTINGTON,VT,5462,M,Y,55000,4.099376,0,6600,3300
F,302,WILMINGTON,DE,19893,M,Y,75000,5.95,0,220,110
F,808,HONOLULU,HI,96824,S,N,50000,8.25,1040,0,0
F,939,MOROVIS,PR,687,S,Y,90000,0.0,0,0,0
F,302,NEWARK,DE,19716,M,Y,45000,4.9272730000000005,0,220,110
M,808,PEARL-CITY,HI,96782,M,Y,70000,8.25,0,2080,1040
F,787,PATILLAS,PR,723,M,N,80000,0.0,0,0,0
F,401,NORTH-SMITHFIELD,RI,2896,M,N,20000,0.0,0,0,0
M,401,PROVIDENCE,RI,2901,M,N,15000,0.0,0,0,0
F,808,EWA-BEACH,HI,96706,M,N,100000,8.25,0,2080,0
F,808,HONOLULU,HI,96836,S,Y,15000,3.743421,1040,0,1040
F,603,PITTSBURG,NH,3592,M,N,60000,0.0,0,0,0
M,808,KEALIA,HI,96751,M,Y,40000,8.25,0,2080,1040
F,307,MIDWEST,WY,82643,S,N,70000,0.0,0,0,0
F,808,HONOLULU,HI,96804,S,N,30000,6.447368,1040,0,0
F,603,WINDHAM,NH,3087,M,N,45000,0.0,0,0,0
M,401,PROVIDENCE,RI,2940,M,N,35000,0.0,0,0,0
F,907,BETTLES-FIELD,AK,99726,S,Y,5000,0.0,0,0,0
F,401,FORESTDALE,RI,2824,S,Y,65000,0.0,0,0,0
M,302,NEWARK,DE,19725,M,Y,15000,2.8818183,0,220,110
M,939,DORADO,PR,646,M,Y,55000,0.0,0,0,0
M,302,NEWARK,DE,19726,S,N,15000,2.8818183,110,0,0
F,302,HOCKESSIN,DE,19707,M,N,65000,5.95,0,220,0
F,401,EAST-PROVIDENCE,RI,2914,M,N,50000,0.0,0,0,0
M,401,PROVIDENCE,RI,2940,M,Y,45000,0.0,0,0,0
F,939,ROOSEVELT-ROADS,PR,742,M,N,80000,0.0,0,0,0
M,401,SHANNOCK,RI,2875,S,N,95000,0.0,0,0,0
F,808,WAKE-ISLAND,HI,96898,S,Y,20000,4.644737,1040,0,1040
F,808,KAHULUI,HI,96733,M,Y,95000,8.25,0,2080,1040
M,808,HONOLULU,HI,96814,M,N,65000,8.25,0,2080,0
F,302,OCEAN-VIEW,DE,19970,M,Y,90000,5.95,0,220,110
F,401,PASCOAG,RI,2859,S,N,5000,0.0,0,0,0
M,401,WARWICK,RI,2889,S,N,70000,0.0,0,0,0
M,808,HONOLULU,HI,96815,S,Y,75000,8.25,1040,0,1040
F,307,BONDURANT,WY,82922,S,Y,20000,0.0,0,0,0
F,939,HUMACAO,PR,791,S,N,35000,0.0,0,0,0
F,302,WILMINGTON,DE,19801,S,N,40000,4.586364,110,0,0
M,302,WILMINGTON,DE,19897,M,Y,50000,5.268182,0,220,110
F,808,HILO,HI,96721,M,Y,50000,8.25,0,2080,1040
M,787,PATILLAS,PR,723,M,N,30000,0.0,0,0,0
F,808,PAIA,HI,96779,M,Y,70000,8.25,0,2080,1040
M,808,CAMP-H-M-SMITH,HI,96861,S,N,50000,8.25,1040,0,0
F,808,OOKALA,HI,96774,S,Y,80000,8.25,1040,0,1040
F,302,WILMINGTON,DE,19802,S,Y,75000,5.95,110,0,110
F,302,MONTCHANIN,DE,19710,M,N,5000,2.2,0,220,0
F,302,NEWARK,DE,19712,M,N,50000,5.268182,0,220,0
M,302,MILLSBORO,DE,19966,M,Y,50000,5.268182,0,220,110
F,808,HONOLULU,HI,96814,M,N,80000,8.25,0,2080,0
M,907,WASILLA,AK,99654,M,N,25000,0.0,0,0,0
M,302,NEWARK,DE,19713,M,Y,5000,2.2,0,220,110
F,401,PRUDENCE-ISLAND,RI,2872,S,N,70000,0.0,0,0,0
M,401,PRUDENCE-ISLAND,RI,2872,M,N,25000,0.0,0,0,0
F,302,BRIDGEVILLE,DE,19933,S,N,60000,5.95,110,0,0
M,787,PALMER,PR,721,M,N,90000,0.0,0,0,0
F,302,GREENWOOD,DE,19950,S,Y,50000,5.268182,110,0,110
M,808,WHEELER-ARMY-AIRFIELD,HI,96854,M,Y,85000,8.25,0,2080,1040
M,787,CAROLINA,PR,984,S,N,80000,0.0,0,0,0
F,302,KIRKWOOD,DE,19708,S,Y,70000,5.95,110,0,110
M,808,WHEELER-ARMY-AIRFIELD,HI,96854,S,Y,100000,8.25,1040,0,1040
F,401,PAWTUCKET,RI,2861,S,N,65000,0.0,0,0,0
M,302,BRIDGEVILLE,DE,19933,S,N,30000,3.9045453,110,0,0
F,808,PAPAIKOU,HI,96781,M,Y,15000,3.743421,0,2080,1040
F,302,SAINT-GEORGES,DE,19733,S,Y,50000,5.268182,110,0,110
F,787,CEIBA,PR,735,M,N,10000,0.0,0,0,0
F,302,WILMINGTON,DE,19804,S,N,45000,4.9272730000000005,110,0,0
F,808,LAHAINA,HI,96767,M,N,65000,8.25,0,2080,0
