color,director,actor_2,actor_1,title,actor_3,original_language,production_countries,content_rating,year,vote_average
color,frank_marshall,joe_don_baker,dylan_walsh,congo,grant_heslov,english,usa,pg-13,1995.0,5.0
color,cameron_crowe,matt_damon,scarlett_johansson,we_bought_a_zoo,stephanie_szostak,english,usa,pg,2011.0,7.0
color,alex_proyas,ben_mendelsohn,nicolas_cage,knowing,chandler_canterbury,english,usa,pg-13,2009.0,6.0
color,tom_dey,matthew_mcconaughey,bradley_cooper,failure_to_launch,zooey_deschanel,english,usa,pg-13,2006.0,6.0
color,hideo_nakata,gary_cole,naomi_watts,the_ring_two,sissy_spacek,english,usa,pg-13,2005.0,5.0
color,glenn_ficarra,emma_stone,ryan_gosling,"crazy,_stupid,_love.",steve_carell,english,usa,pg-13,2011.0,7.0
color,peter_hewitt,mark_christopher_lawrence,bill_murray,garfield,michael_monks,english,usa,pg,2004.0,5.0
color,joe_roth,cheech_marin,jamie_lee_curtis,christmas_with_the_kranks,jake_busey,english,usa,pg,2004.0,5.0
color,bennett_miller,robin_wright,philip_seymour_hoffman,moneyball,brad_pitt,english,usa,pg-13,2011.0,8.0
color,wolfgang_petersen,morgan_freeman,kevin_spacey,outbreak,rene_russo,english,usa,r,1995.0,7.0
color,jaume_collet-serra,nate_parker,liam_neeson,non-stop,scoot_mcnairy,english,uk,pg-13,2014.0,7.0
color,andy_fickman,billy_brown,dwayne_johnson,race_to_witch_mountain,tom_everett_scott,english,usa,pg,2009.0,6.0
color,james_mcteigue,eddie_marsan,natalie_portman,v_for_vendetta,rupert_graves,english,usa,r,2005.0,8.0
color,david_dobkin,anna-louise_plowman,fann_wong,shanghai_knights,georgina_chapman,english,usa,pg-13,2003.0,6.0
color,matthew_o'callaghan,frank_welker,will_ferrell,curious_george,alexander_gould,english,usa,g,2006.0,7.0
color,angela_robinson,thomas_lennon,scoot_mcnairy,herbie_fully_loaded,cheryl_hines,english,usa,g,2005.0,5.0
color,gary_fleder,jennifer_esposito,oliver_platt,don't_say_a_word,conrad_goode,english,usa,r,2001.0,6.0
color,tommy_wirkola,derek_mears,jeremy_renner,hansel_&_gretel:_witch_hunters,ingrid_bolsø_berdal,english,germany,r,2013.0,6.0
color,adrian_lyne,erik_per_sullivan,olivier_martinez,unfaithful,chad_lowe,english,usa,r,2002.0,7.0
color,d.j._caruso,emily_wickersham,alex_pettyfer,i_am_number_four,reuben_langdon,english,usa,pg-13,2011.0,6.0
color,stephen_gaghan,amr_waked,matt_damon,syriana,kayvan_novak,english,usa,r,2005.0,7.0
color,michael_bay,james_badge_dale,toby_stephens,13_hours,david_costabile,english,usa,r,2016.0,7.0
color,jorge_r._gutiérrez,hector_elizondo,channing_tatum,the_book_of_life,ana_de_la_reguera,english,usa,pg,2014.0,7.0
color,richard_loncraine,harrison_ford,jimmy_bennett,firewall,mary_lynn_rajskub,english,usa,pg-13,2006.0,6.0
color,clint_eastwood,mark_margolis,clint_eastwood,absolute_power,scott_glenn,english,usa,r,1997.0,7.0
color,ridley_scott,demi_moore,viggo_mortensen,g.i._jane,john_michael_higgins,english,usa,r,1997.0,6.0
color,david_fincher,armin_mueller-stahl,deborah_kara_unger,the_game,charles_martinet,english,usa,r,1997.0,8.0
color,christophe_gans,deborah_kara_unger,radha_mitchell,silent_hill,alice_krige,english,canada,r,2006.0,7.0
color,howard_deutch,jon_favreau,keanu_reeves,the_replacements,faizon_love,english,usa,pg-13,2000.0,6.0
color,jon_hurwitz,dania_ramirez,alyson_hannigan,american_reunion,natasha_lyonne,english,usa,r,2012.0,7.0
color,f._gary_gray,michael_cudlitz,kevin_spacey,the_negotiator,siobhan_fallon_hogan,english,germany,r,1998.0,7.0
color,steven_quale,alycia_debnam-carey,matt_walsh,into_the_storm,scott_lawrence,english,usa,pg-13,2014.0,6.0
color,john_landis,jon_tenney,louis_lombardi,beverly_hills_cop_iii,gilbert_r._hill,english,usa,r,1994.0,6.0
color,joe_dante,robert_picardo,christopher_lee,gremlins_2:_the_new_batch,phoebe_cates,english,usa,pg-13,1990.0,6.0
color,david_dobkin,robert_duvall,robert_downey_jr.,the_judge,leighton_meester,english,usa,r,2014.0,7.0
color,mimi_leder,holt_mccallany,armin_mueller-stahl,the_peacemaker,marcel_iures,english,usa,r,1997.0,6.0
color,alexander_witt,thomas_kretschmann,milla_jovovich,resident_evil:_apocalypse,mike_epps,english,germany,r,2004.0,6.0
color,beeban_kidron,jim_broadbent,colin_firth,bridget_jones:_the_edge_of_reason,celia_imrie,english,uk,r,2004.0,6.0
color,carl_franklin,sanaa_lathan,denzel_washington,out_of_time,john_billingsley,english,usa,r,2003.0,6.0
color,steven_seagal,joan_chen,mike_starr,on_deadly_ground,sven-ole_thorsen,english,usa,r,1994.0,4.0
color,robert_rodriguez,kristin_davis,taylor_lautner,the_adventures_of_sharkboy_and_lavagirl_3-d,taylor_dooley,english,usa,pg,2005.0,4.0
color,danny_boyle,virginie_ledoyen,leonardo_dicaprio,the_beach,peter_youngblood_hills,english,usa,r,2000.0,7.0
color,garry_marshall,felicity_huffman,amber_valletta,raising_helen,spencer_breslin,english,usa,pg-13,2004.0,6.0
color,james_mcteigue,ben_miles,shô_kosugi,ninja_assassin,rain,english,usa,r,2009.0,6.0
color,sam_raimi,kelly_preston,j.k._simmons,for_love_of_the_game,carmine_giovinazzo,english,usa,pg-13,1999.0,6.0
color,andrew_bergman,rumer_willis,demi_moore,striptease,paul_guilfoyle,english,usa,r,1996.0,4.0
color,tom_dey,judy_greer,emma_stone,marmaduke,steve_coogan,english,usa,pg,2010.0,4.0
color,clint_eastwood,jay_mohr,matt_damon,hereafter,cécile_de_france,english,usa,pg-13,2010.0,6.0
color,barbet_schroeder,chris_penn,ryan_gosling,murder_by_numbers,agnes_bruckner,english,usa,r,2002.0,6.0
black_and_white,richard_donner,sylvester_stallone,muse_watson,assassins,kelly_rowan,english,france,r,1995.0,6.0
color,peter_webber,stephen_walters,li_gong,hannibal_rising,richard_brake,english,uk,r,2007.0,6.0
color,rob_reiner,tim_matheson,bruce_willis,the_story_of_us,rita_wilson,english,usa,r,1999.0,6.0
color,andrew_niccol,chandler_canterbury,j.d._evermore,the_host,rachel_roberts,english,usa,pg-13,2013.0,6.0
color,john_mctiernan,harry_connick_jr.,connie_nielsen,basic,tim_daly,english,germany,r,2003.0,6.0
color,clint_eastwood,anjelica_huston,clint_eastwood,blood_work,rick_hoffman,english,usa,r,2002.0,6.0
color,tom_tykwer,brían_f._o'byrne,naomi_watts,the_international,armin_mueller-stahl,english,usa,r,2009.0,6.0
color,john_carpenter,valeria_golino,steve_buscemi,escape_from_l.a.,michelle_forbes,english,usa,r,1996.0,6.0
color,brad_bird,harry_connick_jr.,vin_diesel,the_iron_giant,m._emmet_walsh,english,usa,pg,1999.0,8.0
color,wes_anderson,anjelica_huston,bill_murray,the_life_aquatic_with_steve_zissou,matthew_gray_gubler,english,usa,r,2004.0,7.0
color,gary_ross,donald_watkins,matthew_mcconaughey,free_state_of_jones,jessica_collins,english,usa,r,2016.0,7.0
color,alan_parker,kate_winslet,kevin_spacey,the_life_of_david_gale,matt_craven,english,usa,r,2003.0,8.0
color,stephen_herek,vanessa_ferlito,christina_milian,man_of_the_house,kelli_garner,english,usa,pg-13,2005.0,5.0
color,jaume_collet-serra,common,liam_neeson,run_all_night,bruce_mcgill,english,usa,r,2015.0,7.0
color,david_cronenberg,naomi_watts,viggo_mortensen,eastern_promises,raza_jaffrey,english,usa,r,2007.0,8.0
color,john_stockwell,james_frain,paul_walker,into_the_blue,ashley_scott,english,usa,pg-13,2005.0,6.0
color,luc_besson,david_bailie,paul_brooke,the_messenger:_the_story_of_joan_of_arc,rab_affleck,english,france,r,1999.0,6.0
color,david_gordon_green,zooey_deschanel,natalie_portman,your_highness,james_franco,english,usa,r,2011.0,6.0
color,jim_sheridan,gregory_smith,naomi_watts,dream_house,sarah_gadon,english,usa,pg-13,2011.0,6.0
color,costa-gavras,blythe_danner,mia_kirshner,mad_city,william_atherton,english,usa,pg-13,1997.0,6.0
color,patrick_read_johnson,lara_flynn_boyle,joe_mantegna,baby's_day_out,cynthia_nixon,english,usa,pg,1994.0,6.0
color,roland_joffé,robert_duvall,gary_oldman,the_scarlet_letter,demi_moore,english,usa,r,1995.0,5.0
color,doug_liman,ty_burrell,naomi_watts,fair_game,brooke_smith,english,usa,pg-13,2010.0,7.0
color,tony_scott,mo'nique,ian_ziering,domino,edgar_ramírez,english,france,r,2005.0,6.0
color,william_friedkin,chazz_palminteri,michael_biehn,jade,linda_fiorentino,english,usa,r,1995.0,5.0
color,mark_neveldine,logan_lerman,gerard_butler,gamer,alison_lohman,english,usa,r,2009.0,6.0
color,richard_lagravenese,zoey_deutch,alden_ehrenreich,beautiful_creatures,pruitt_taylor_vince,english,usa,pg-13,2013.0,6.0
color,danny_devito,vincent_schiavelli,robin_williams,death_to_smoochy,danny_woodburn,english,uk,r,2002.0,6.0
color,ben_stiller,will_ferrell,milla_jovovich,zoolander_2,justin_theroux,english,usa,pg-13,2016.0,5.0
color,george_armitage,andrew_wilson,morgan_freeman,the_big_bounce,willie_nelson,english,usa,pg-13,2004.0,5.0
color,mike_nichols,linda_fiorentino,judy_greer,what_planet_are_you_from?,garry_shandling,english,usa,r,2000.0,6.0
color,patrick_lussier,billy_burke,nicolas_cage,drive_angry,katy_mixon,english,usa,r,2011.0,6.0
color,andrzej_bartkowiak,robin_shou,chris_klein,street_fighter:_the_legend_of_chun-li,josie_ho,english,canada,pg-13,2009.0,4.0
color,james_wong,jet_li,jason_statham,the_one,delroy_lindo,english,usa,pg-13,2001.0,6.0
color,renny_harlin,gilbert_gottfried,lauren_holly,the_adventures_of_ford_fairlane,david_patrick_kelly,english,usa,r,1990.0,6.0
color,richard_curtis,charlie_rowe,philip_seymour_hoffman,pirate_radio,tom_sturridge,english,uk,r,2009.0,7.0
color,steven_soderbergh,jacob_vargas,michael_o'neill,traffic,james_lew,english,usa,r,2000.0,8.0
color,steven_spielberg,julian_glover,harrison_ford,indiana_jones_and_the_last_crusade,alison_doody,english,usa,pg-13,1989.0,8.0
color,joe_wright,guro_nagelhus_schia,kelly_macdonald,anna_karenina,matthew_macfadyen,english,uk,r,2012.0,7.0
color,neill_blomkamp,sharlto_copley,hugh_jackman,chappie,jose_pablo_cantillo,english,usa,r,2015.0,7.0
color,phillip_noyce,angelina_jolie_pitt,denzel_washington,the_bone_collector,leland_orser,english,usa,r,1999.0,7.0
color,david_fincher,dwight_yoakam,kristen_stewart,panic_room,mel_rodriguez,english,usa,r,2002.0,7.0
color,david_o._russell,jamie_kennedy,judy_greer,three_kings,mykelti_williamson,english,usa,r,1999.0,7.0
color,daniel_espinosa,fares_fares,tom_hardy,child_44,michael_nardone,english,czech_republic,r,2015.0,6.0
color,jerry_zucker,douglas_haase,corinna_harney,rat_race,vince_vieluf,english,canada,pg-13,2001.0,6.0
color,iain_softley,jeff_bridges,kevin_spacey,k-pax,alfre_woodard,english,usa,pg-13,2001.0,7.0
color,james_mangold,natasha_lyonne,hugh_jackman,kate_&_leopold,bradley_whitford,english,usa,pg-13,2001.0,6.0
color,harold_ramis,frances_o'connor,brendan_fraser,bedazzled,brian_doyle-murray,english,usa,pg-13,2000.0,6.0
color,francis_ford_coppola,bob_hoskins,nicolas_cage,the_cotton_club,fred_gwynne,english,usa,r,1984.0,6.0
color,james_mangold,logan_lerman,christian_bale,3:10_to_yuma,gretchen_mol,english,usa,r,2007.0,8.0
color,olivier_megaton,dougray_scott,liam_neeson,taken_3,jon_gries,english,france,pg-13,2014.0,6.0
color,steven_soderbergh,albert_brooks,don_cheadle,out_of_sight,keith_hudson,english,usa,r,1998.0,7.0
color,ben_stiller,janeane_garofalo,matthew_broderick,the_cable_guy,andy_dick,english,usa,pg-13,1996.0,6.0
color,deepa_mehta,gulshan_grover,nandita_das,earth,eric_peterson,hindi,india,unrated,1998.0,8.0
color,warren_beatty,warren_beatty,charlie_korsmo,dick_tracy,seymour_cassel,english,usa,pg,1990.0,6.0
color,john_mctiernan,faye_dunaway,mark_margolis,the_thomas_crown_affair,denis_leary,english,usa,r,1999.0,7.0
color,penny_marshall,adam_garcia,rosie_perez,riding_in_cars_with_boys,alissa_dean,english,usa,pg-13,2001.0,6.0
color,ted_kotcheff,brian_dennehy,sylvester_stallone,first_blood,chris_mulkey,english,usa,r,1982.0,8.0
black_and_white,andrei_tarkovsky,anatoliy_solonitsyn,donatas_banionis,solaris,natalya_bondarchuk,russian,soviet_union,pg,1972.0,8.0
color,paul_bolger,george_carlin,sarah_michelle_gellar,happily_n'ever_after,rob_paulsen,english,usa,pg,2006.0,4.0
color,stephen_frears,bronagh_gallagher,julia_roberts,mary_reilly,george_cole,english,usa,r,1996.0,6.0
color,p.j._hogan,christopher_masterson,julia_roberts,my_best_friend's_wedding,rupert_everett,english,usa,pg-13,1997.0,6.0
color,joe_roth,rainn_wilson,julia_roberts,america's_sweethearts,larry_king,english,usa,pg-13,2001.0,6.0
color,christopher_nolan,maura_tierney,al_pacino,insomnia,crystal_lowe,english,usa,r,2002.0,7.0
color,jonathan_frakes,alfre_woodard,levar_burton,star_trek:_first_contact,jonathan_frakes,english,usa,pg-13,1996.0,8.0
color,jimmy_hayward,billy_blair,michael_fassbender,jonah_hex,julia_jones,english,usa,pg-13,2010.0,5.0
color,edward_zwick,matt_damon,denzel_washington,courage_under_fire,scott_glenn,english,usa,r,1996.0,7.0
color,tom_shadyac,swoosie_kurtz,maura_tierney,liar_liar,randall_'tex'_cobb,english,usa,pg-13,1997.0,7.0
color,brad_furman,amy_ryan,joseph_gilgun,the_infiltrator,olympia_dukakis,english,uk,r,2016.0,7.0
color,terence_young,ben_gazzara,laurence_olivier,inchon,jacqueline_bisset,english,south_korea,pg,1981.0,3.0
color,brian_levant,elizabeth_perkins,jonathan_winters,the_flintstones,harvey_korman,english,usa,pg,1994.0,5.0
color,olivier_megaton,luke_grimes,liam_neeson,taken_2,d.b._sweeney,english,france,pg-13,2012.0,6.0
color,david_zucker,pamela_anderson,regina_hall,scary_movie_3,jenny_mccarthy,english,usa,pg-13,2003.0,6.0
color,donald_petrie,wendy_raquel_robinson,candice_bergen,miss_congeniality,heather_burns,english,usa,pg-13,2000.0,6.0
color,eric_brevig,brendan_fraser,josh_hutcherson,journey_to_the_center_of_the_earth,anita_briem,english,usa,pg,2008.0,6.0
color,garry_marshall,raven-symoné,anne_hathaway,the_princess_diaries_2:_royal_engagement,hector_elizondo,english,usa,g,2004.0,6.0
color,alan_j._pakula,julia_roberts,denzel_washington,the_pelican_brief,tony_goldwyn,english,usa,pg-13,1993.0,6.0
color,joel_schumacher,anthony_lapaglia,bradley_whitford,the_client,brad_renfro,english,usa,pg-13,1994.0,7.0
color,rob_reiner,noel_gugliemi,morgan_freeman,the_bucket_list,sean_hayes,english,usa,pg-13,2007.0,7.0
color,phillip_noyce,polly_walker,harrison_ford,patriot_games,patrick_bergin,english,usa,r,1992.0,7.0
color,robert_luketic,jane_fonda,adam_scott,monster-in-law,elaine_stritch,english,germany,pg-13,2005.0,6.0
color,denis_villeneuve,jake_gyllenhaal,hugh_jackman,prisoners,dylan_minnette,english,usa,r,2013.0,8.0
color,antoine_fuqua,snoop_dogg,denzel_washington,training_day,tom_berenger,english,usa,r,2001.0,8.0
color,dean_parisot,enrico_colantoni,alan_rickman,galaxy_quest,robin_sachs,english,usa,pg,1999.0,7.0
color,keenen_ivory_wayans,veronica_cartwright,natasha_lyonne,scary_movie_2,andy_richter,english,usa,r,2001.0,5.0
color,james_bobin,eric_jacobson,bill_cobbs,the_muppets,steve_whitmire,english,usa,pg,2011.0,7.0
color,stephen_norrington,traci_lords,sanaa_lathan,blade,udo_kier,english,usa,r,1998.0,7.0
color,thomas_carter,rick_gonzalez,channing_tatum,coach_carter,robert_ri'chard,english,usa,pg-13,2005.0,7.0
color,roger_michell,matt_malloy,sydney_pollack,changing_lanes,bruce_altman,english,usa,r,2002.0,6.0
color,luis_llosa,eric_stoltz,frank_welker,anaconda,kari_wuhrer,english,usa,pg-13,1997.0,5.0
color,david_mcnally,tyra_banks,adam_garcia,coyote_ugly,izabella_miko,english,usa,pg-13,2000.0,6.0
color,richard_curtis,liam_neeson,colin_firth,love_actually,kris_marshall,english,uk,r,2003.0,8.0
color,john_lasseter,madeline_kahn,kevin_spacey,a_bug's_life,john_ratzenberger,english,usa,g,1998.0,7.0
color,albert_hughes,jason_flemyng,johnny_depp,from_hell,ian_richardson,english,usa,r,2001.0,7.0
color,luis_llosa,rod_steiger,sylvester_stallone,the_specialist,emilio_estefan_jr.,english,peru,r,1994.0,5.0
color,ron_shelton,cheech_marin,don_johnson,tin_cup,rene_russo,english,usa,r,1996.0,6.0
color,melville_shavelson,tom_bosley,lucille_ball,"yours,_mine_and_ours",tim_matheson,english,usa,unrated,1968.0,7.0
color,jesse_dylan,will_ferrell,josh_hutcherson,kicking_&_screaming,robert_duvall,english,usa,pg,2005.0,6.0
color,garth_jennings,kelly_macdonald,zooey_deschanel,the_hitchhiker's_guide_to_the_galaxy,thomas_lennon,english,usa,pg,2005.0,7.0
color,joel_zwick,nick_zano,dania_ramirez,fat_albert,alice_greczyn,english,usa,pg,2004.0,4.0
color,russell_mulcahy,mike_epps,milla_jovovich,resident_evil:_extinction,james_tumminia,english,france,r,2007.0,6.0
color,frank_coraci,adam_sandler,bella_thorne,blended,joel_mchale,english,usa,pg-13,2014.0,6.0
color,wayne_wang,alicia_witt,ll_cool_j,last_holiday,timothy_hutton,english,usa,pg-13,2006.0,6.0
color,curtis_hanson,glenn_morshower,meryl_streep,the_river_wild,william_lucking,english,usa,pg-13,1994.0,6.0
color,frank_oz,vincent_kartheiser,steve_coogan,the_indian_in_the_cupboard,david_keith,english,usa,pg,1995.0,6.0
black_and_white,oliver_stone,shea_whigham,demián_bichir,savages,gary_stretch,english,usa,r,2012.0,6.0
color,david_r._ellis,valerie_cruz,richard_burgi,cellular,will_beinbrink,english,usa,pg-13,2004.0,6.0
color,peter_howitt,natalie_imbruglia,kevin_mcnally,johnny_english,ben_miller,english,uk,pg,2003.0,6.0
color,john_a._davis,meryl_streep,nicolas_cage,the_ant_bully,julia_roberts,english,usa,pg,2006.0,6.0
color,david_lynch,jürgen_prochnow,virginia_madsen,dune,josé_ferrer,english,usa,pg-13,1984.0,7.0
color,julie_taymor,t.v._carpio,jim_sturgess,across_the_universe,robert_clohessy,english,usa,pg-13,2007.0,7.0
color,sam_mendes,kate_winslet,leonardo_dicaprio,revolutionary_road,joe_komara,english,usa,r,2008.0,7.0
color,richard_donner,david_zayas,bruce_willis,16_blocks,sasha_roiz,english,germany,pg-13,2006.0,7.0
color,mathieu_kassovitz,charlotte_rampling,vin_diesel,babylon_a.d.,david_belle,english,france,pg-13,2008.0,6.0
color,john_gray,bob_gunton,alexa_penavega,the_glimmer_man,keenen_ivory_wayans,english,usa,r,1996.0,5.0
color,harold_ramis,brian_doyle-murray,john_de_lancie,multiplicity,obba_babatundé,english,usa,pg-13,1996.0,6.0
color,john_schultz,carter_jenkins,malese_jow,aliens_in_the_attic,tim_meadows,english,usa,pg,2009.0,5.0
color,sean_penn,adrien_dorval,costas_mandylor,the_pledge,nels_lennarson,english,usa,r,2001.0,7.0
color,susan_stroman,will_ferrell,jon_lovitz,the_producers,matthew_broderick,english,usa,pg-13,2005.0,6.0
color,simon_wincer,treat_williams,cary-hiroyuki_tagawa,the_phantom,kristy_swanson,english,australia,pg,1996.0,5.0
color,billy_bob_thornton,henry_thomas,matt_damon,all_the_pretty_horses,sam_shepard,english,usa,pg-13,2000.0,6.0
black_and_white,oliver_stone,bob_hoskins,anthony_hopkins,nixon,joan_allen,english,usa,r,1995.0,7.0
color,roman_polanski,olivia_williams,jim_belushi,the_ghost_writer,timothy_hutton,english,france,pg-13,2010.0,7.0
color,stephen_sommers,jason_flemyng,djimon_hounsou,deep_rising,wes_studi,english,usa,r,1998.0,6.0
color,spike_lee,omari_hardwick,joseph_gordon-levitt,miracle_at_st._anna,laz_alonso,english,usa,r,2008.0,6.0
color,yimou_zhang,ye_liu,li_gong,curse_of_the_golden_flower,man_li,mandarin,china,r,2006.0,7.0
color,danny_pang,charlie_yeung,nicolas_cage,bangkok_dangerous,james_with,english,usa,r,2008.0,5.0
color,barry_sonnenfeld,janeane_garofalo,zooey_deschanel,big_trouble,omar_epps,english,usa,pg-13,2002.0,6.0
color,mike_newell,giovanna_mezzogiorno,marcela_mar,love_in_the_time_of_cholera,unax_ugalde,english,usa,r,2007.0,6.0
color,george_p._cosmatos,ben_gazzara,sam_waterston,shadow_conspiracy,nicholas_turturro,english,usa,r,1997.0,5.0
color,oliver_parker,tim_mcinnerny,daniel_kaluuya,johnny_english_reborn,togo_igawa,english,usa,pg,2011.0,6.0
color,lawrence_kasanoff,larry_miller,jerry_stiller,foodfight!,harvey_fierstein,english,usa,pg,2012.0,2.0
color,ben_affleck,scoot_mcnairy,clea_duvall,argo,tate_donovan,english,usa,r,2012.0,8.0
color,andrew_davis,daniel_roebuck,harrison_ford,the_fugitive,sela_ward,english,usa,pg-13,1993.0,8.0
color,andy_tennant,dorian_missick,gerard_butler,the_bounty_hunter,peter_greene,english,usa,pg-13,2010.0,6.0
black_and_white,barry_levinson,brad_pitt,robert_de_niro,sleepers,minnie_driver,english,usa,r,1996.0,8.0
color,george_p._cosmatos,julia_nickson,sylvester_stallone,rambo:_first_blood_part_ii,martin_kove,english,usa,r,1985.0,6.0
color,brian_gibson,demi_moore,joseph_gordon-levitt,the_juror,anne_heche,english,usa,r,1996.0,6.0
color,norman_ferguson,dickie_jones,mel_blanc,pinocchio,cliff_edwards,english,usa,approved,1940.0,8.0
color,michael_cimino,sam_waterston,jeff_bridges,heaven's_gate,isabelle_huppert,english,usa,r,1980.0,7.0
color,len_wiseman,tony_curran,sophia_myles,underworld:_evolution,derek_jacobi,english,usa,r,2006.0,7.0
color,paul_mcguigan,spencer_wilding,daniel_radcliffe,victor_frankenstein,daniel_mays,english,usa,pg-13,2015.0,6.0
color,gus_van_sant,rob_brown,f._murray_abraham,finding_forrester,michael_nouri,english,usa,pg-13,2000.0,7.0
color,betty_thomas,viggo_mortensen,steve_buscemi,28_days,elizabeth_perkins,english,usa,pg-13,2000.0,6.0
color,louis_leterrier,jet_li,morgan_freeman,unleashed,bob_hoskins,english,france,r,2005.0,7.0
color,roger_kumble,lillian_adams,judith_chapman,the_sweetest_thing,chelsea_bond,english,usa,r,2002.0,5.0
color,sydney_pollack,holly_hunter,tom_cruise,the_firm,wilford_brimley,english,usa,r,1993.0,7.0
color,burr_steers,charlie_tahan,augustus_prew,charlie_st._cloud,valerie_tian,english,usa,pg-13,2010.0,6.0
color,simon_west,tony_goldwyn,jason_statham,the_mechanic,mini_anden,english,usa,r,2011.0,7.0
color,phil_lord,dax_flame,channing_tatum,21_jump_street,rob_riggle,english,usa,r,2012.0,7.0
color,roger_michell,clarke_peters,julia_roberts,notting_hill,dylan_moran,english,uk,pg-13,1999.0,7.0
color,peter_lord,miranda_richardson,imelda_staunton,chicken_run,julia_sawalha,english,uk,g,2000.0,7.0
color,john_hamburg,masi_oka,philip_seymour_hoffman,along_came_polly,debra_messing,english,usa,pg-13,2004.0,6.0
color,reginald_hudlin,eartha_kitt,john_witherspoon,boomerang,geoffrey_holder,english,usa,r,1992.0,5.0
color,paul_feig,william_xifaras,michael_rapaport,the_heat,demián_bichir,english,usa,r,2013.0,7.0
color,joseph_l._mankiewicz,richard_burton,martin_landau,cleopatra,roddy_mcdowall,english,uk,approved,1963.0,7.0
color,frank_coraci,reggie_lee,salma_hayek,here_comes_the_boom,charice,english,usa,pg,2012.0,6.0
color,carl_franklin,adam_scott,morgan_freeman,high_crimes,bruce_davison,english,usa,pg-13,2002.0,6.0
color,barbra_streisand,austin_pendleton,jeff_bridges,the_mirror_has_two_faces,mimi_rogers,english,usa,pg-13,1996.0,6.0
color,mark_pellington,will_patton,debra_messing,the_mothman_prophecies,david_eigenberg,english,usa,pg-13,2002.0,6.0
color,larry_charles,elton_john,bono,brüno,slash,english,usa,r,2009.0,6.0
color,john_glen,talisa_soto,robert_davi,licence_to_kill,anthony_zerbe,english,uk,pg-13,1989.0,7.0
color,catherine_hardwicke,billy_burke,gary_oldman,red_riding_hood,virginia_madsen,english,usa,pg-13,2011.0,5.0
color,john_herzfeld,charlize_theron,robert_de_niro,15_minutes,kelsey_grammer,english,usa,r,2001.0,6.0
color,annabel_jankel,fisher_stevens,bob_hoskins,super_mario_bros.,fiona_shaw,english,uk,pg,1993.0,4.0
color,andrew_niccol,jeremy_crutchley,nicolas_cage,lord_of_war,jared_burke,english,usa,r,2005.0,8.0
black_and_white,yimou_zhang,tony_chiu_wai_leung,jet_li,hero,maggie_cheung,mandarin,china,pg-13,2002.0,8.0
color,julie_anne_robinson,debbie_reynolds,fisher_stevens,one_for_the_money,patrick_fischler,english,usa,pg-13,2012.0,5.0
color,evan_goldberg,randall_park,james_franco,the_interview,anders_holm,english,usa,r,2014.0,7.0
color,sngmoo_lee,dong-gun_jang,tony_cox,the_warrior's_way,jed_brophy,english,new_zealand,r,2010.0,6.0
color,jean-pierre_jeunet,dany_boon,omar_sy,micmacs,andré_dussollier,french,france,r,2009.0,7.0
color,curtis_hanson,omar_benson_miller,mekhi_phifer,8_mile,evan_jones,english,usa,r,2002.0,7.0
color,brian_helgeland,rufus_sewell,heath_ledger,a_knight's_tale,bérénice_bejo,english,usa,pg-13,2001.0,7.0
color,gordon_chan,lee_evans,julian_sands,the_medallion,anthony_chau-sang_wong,english,hong_kong,pg-13,2003.0,5.0
color,m._night_shyamalan,haley_joel_osment,bruce_willis,the_sixth_sense,olivia_williams,english,usa,pg-13,1999.0,8.0
color,asger_leth,mandy_gonzalez,robert_clohessy,man_on_a_ledge,j._smith-cameron,english,usa,pg-13,2012.0,7.0
color,david_frankel,kevin_pollak,joel_mchale,the_big_year,jobeth_williams,english,usa,pg,2011.0,6.0
color,john_g._avildsen,william_zabka,martin_kove,the_karate_kid,william_bassett,english,usa,pg,1984.0,7.0
color,david_o._russell,christian_bale,jennifer_lawrence,american_hustle,bradley_cooper,english,usa,r,2013.0,7.0
color,anne_fletcher,denis_o'hare,ryan_reynolds,the_proposal,craig_t._nelson,english,usa,pg-13,2009.0,7.0
color,bruce_beresford,annabeth_gish,bruce_greenwood,double_jeopardy,bruce_campbell,english,usa,r,1999.0,6.0
color,robert_zemeckis,jeffrey_weissman,lea_thompson,back_to_the_future_part_ii,thomas_f._wilson,english,usa,pg,1989.0,8.0
color,luc_besson,morgan_freeman,scarlett_johansson,lucy,amr_waked,english,france,r,2014.0,6.0
color,sam_taylor-johnson,luke_grimes,jennifer_ehle,fifty_shades_of_grey,callum_rennie,english,usa,r,2015.0,4.0
color,robert_rodriguez,salma_hayek,sylvester_stallone,spy_kids_3-d:_game_over,alexa_penavega,english,usa,pg,2003.0,4.0
color,joel_schumacher,matthew_mcconaughey,kevin_spacey,a_time_to_kill,oliver_platt,english,usa,r,1996.0,7.0
color,shawn_levy,alyson_stoner,tom_welling,cheaper_by_the_dozen,bonnie_hunt,english,usa,pg,2003.0,6.0
color,peter_berg,scott_elrod,jerry_ferrara,lone_survivor,dan_bilzerian,english,usa,r,2013.0,8.0
black_and_white,penny_marshall,lori_petty,tom_hanks,a_league_of_their_own,rosie_o'donnell,english,usa,pg,1992.0,7.0
color,james_wan,frances_o'connor,javier_botet,the_conjuring_2,robin_atkin_downes,english,usa,r,2016.0,8.0
color,david_fincher,dustin_fitzsimons,andrew_garfield,the_social_network,marcella_lentz-pope,english,usa,pg-13,2010.0,8.0
